"destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y","age_weightage","income_weightage","occupation_class","expiration_weightage"
"Work","Alone","Rainy","55","7AM","Carry out & Take away","1d","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","0","0","0","1",1,3,1,"Service and sales workers",24
"Work","Alone","Snowy","30","7AM","Coffee House","1d","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","0","0","1","0",0,3,1,"Service and sales workers",24
"Work","Alone","Snowy","30","7AM","Bar","1d","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","1","1","0","1",0,3,1,"Service and sales workers",24
"Work","Alone","Sunny","80","7AM","Restaurant(20-50)","2h","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","0","0","1","0",0,3,1,"Service and sales workers",2
"No Urgent Place","Friends","Sunny","80","6PM","Restaurant(<20)","2h","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","0","0","0","1",1,2,2,"Craft and related trades workers",2
"No Urgent Place","Friends","Sunny","80","10PM","Bar","1d","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","1","0","0","1",1,2,2,"Craft and related trades workers",24
"No Urgent Place","Friends","Sunny","55","10PM","Bar","2h","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","1","0","0","1",1,2,2,"Craft and related trades workers",2
"No Urgent Place","Friends","Sunny","30","10AM","Carry out & Take away","2h","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","0","0","0","1",0,2,2,"Craft and related trades workers",2
"No Urgent Place","Friends","Snowy","30","2PM","Restaurant(<20)","1d","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","0","0","0","1",0,2,2,"Craft and related trades workers",24
"No Urgent Place","Alone","Rainy","55","10AM","Bar","1d","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","1","0","0","1",0,2,2,"Craft and related trades workers",24
"No Urgent Place","Alone","Rainy","55","2PM","Carry out & Take away","2h","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","0","0","0","1",0,2,2,"Craft and related trades workers",2
"No Urgent Place","Alone","Sunny","80","10AM","Restaurant(<20)","2h","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","0","0","0","1",0,2,2,"Craft and related trades workers",2
"No Urgent Place","Alone","Snowy","30","10AM","Restaurant(<20)","1d","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","1","0","0","1",0,2,2,"Craft and related trades workers",24
"Home","Alone","Sunny","80","6PM","Carry out & Take away","2h","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","1","0","1","0",1,2,2,"Craft and related trades workers",2
"Home","Alone","Sunny","30","6PM","Carry out & Take away","1d","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","0","0","0","1",1,2,2,"Craft and related trades workers",24
"Home","Alone","Rainy","55","10PM","Coffee House","2h","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","0","0","1","0",0,2,2,"Craft and related trades workers",2
"Home","Alone","Snowy","30","10PM","Coffee House","2h","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","1","0","0","1",0,2,2,"Craft and related trades workers",2
"Home","Alone","Snowy","30","10PM","Carry out & Take away","1d","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","1","1","0","1",0,2,2,"Craft and related trades workers",24
"Home","Alone","Sunny","80","6PM","Restaurant(20-50)","1d","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","0","0","1","0",1,2,2,"Craft and related trades workers",24
"Home","Alone","Sunny","80","10PM","Restaurant(20-50)","1d","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","0","0","0","1",0,2,2,"Craft and related trades workers",24
"Work","Alone","Rainy","55","7AM","Restaurant(<20)","2h","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","0","0","1","0",0,2,2,"Craft and related trades workers",2
"Work","Alone","Rainy","55","7AM","Carry out & Take away","1d","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","0","0","0","1",1,2,2,"Craft and related trades workers",24
"Work","Alone","Snowy","30","7AM","Coffee House","1d","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","0","0","1","0",0,2,2,"Craft and related trades workers",24
"Work","Alone","Snowy","30","7AM","Restaurant(<20)","1d","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","1","0","0","1",0,2,2,"Craft and related trades workers",24
"Work","Alone","Snowy","30","7AM","Bar","1d","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","1","1","0","1",0,2,2,"Craft and related trades workers",24
"Work","Alone","Sunny","80","7AM","Restaurant(20-50)","2h","Male","21","Unmarried partner","0","High School Graduate","Food Preparation & Serving Related","$12500 - $24999","1~3","never","gt8","4~8","1~3","0","0","1","0",0,2,2,"Craft and related trades workers",2
"No Urgent Place","Friends","Sunny","80","6PM","Restaurant(<20)","2h","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","0","0","0","1",1,3,5,"Others",2
"No Urgent Place","Friends","Sunny","80","10PM","Bar","1d","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","1","0","0","1",0,3,5,"Others",24
"No Urgent Place","Friends","Sunny","55","10PM","Bar","2h","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","1","0","0","1",0,3,5,"Others",2
"No Urgent Place","Friends","Sunny","30","10AM","Carry out & Take away","2h","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","0","0","0","1",0,3,5,"Others",2
"No Urgent Place","Friends","Snowy","30","2PM","Restaurant(<20)","1d","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","0","0","0","1",1,3,5,"Others",24
"No Urgent Place","Alone","Rainy","55","10AM","Bar","1d","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","1","0","0","1",0,3,5,"Others",24
"No Urgent Place","Alone","Sunny","80","10AM","Restaurant(<20)","2h","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","0","0","0","1",0,3,5,"Others",2
"No Urgent Place","Partner","Sunny","30","10AM","Restaurant(20-50)","1d","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","0","0","0","1",0,3,5,"Others",24
"No Urgent Place","Partner","Rainy","55","6PM","Bar","2h","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","1","0","0","1",0,3,5,"Others",2
"No Urgent Place","Partner","Snowy","30","10AM","Restaurant(<20)","1d","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","0","0","0","1",1,3,5,"Others",24
"Home","Alone","Sunny","80","6PM","Carry out & Take away","2h","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","1","0","1","0",1,3,5,"Others",2
"Home","Alone","Sunny","30","6PM","Carry out & Take away","1d","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","0","0","0","1",0,3,5,"Others",24
"Home","Alone","Rainy","55","10PM","Coffee House","2h","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","0","0","1","0",0,3,5,"Others",2
"Home","Alone","Snowy","30","10PM","Coffee House","2h","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","1","0","0","1",0,3,5,"Others",2
"Home","Alone","Sunny","80","6PM","Restaurant(20-50)","1d","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","0","0","1","0",1,3,5,"Others",24
"Home","Partner","Sunny","30","6PM","Restaurant(<20)","1d","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","1","1","0","1",1,3,5,"Others",24
"Home","Partner","Sunny","30","10PM","Restaurant(<20)","2h","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","1","0","1","0",0,3,5,"Others",2
"Home","Partner","Rainy","55","6PM","Carry out & Take away","1d","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","0","0","1","0",1,3,5,"Others",24
"Work","Alone","Rainy","55","7AM","Carry out & Take away","1d","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","0","0","0","1",1,3,5,"Others",24
"Work","Alone","Snowy","30","7AM","Coffee House","1d","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","0","0","1","0",1,3,5,"Others",24
"Work","Alone","Snowy","30","7AM","Bar","1d","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","1","1","0","1",0,3,5,"Others",24
"Work","Alone","Sunny","80","7AM","Restaurant(20-50)","2h","Female","26","Married partner","0","Bachelors degree","Office & Administrative Support","$50000 - $62499","never","less1","1~3","1~3","never","0","0","1","0",0,3,5,"Others",2
"No Urgent Place","Friends","Sunny","80","6PM","Restaurant(<20)","2h","Male","21","Single","0","Some college - no degree","Student","$12500 - $24999","never","never","1~3","1~3","less1","0","0","0","1",1,2,2,"Student",2
"No Urgent Place","Friends","Sunny","80","10PM","Bar","1d","Male","21","Single","0","Some college - no degree","Student","$12500 - $24999","never","never","1~3","1~3","less1","1","0","0","1",1,2,2,"Student",24
"No Urgent Place","Friends","Sunny","55","10PM","Bar","2h","Male","21","Single","0","Some college - no degree","Student","$12500 - $24999","never","never","1~3","1~3","less1","1","0","0","1",1,2,2,"Student",2
"No Urgent Place","Friends","Sunny","30","10AM","Carry out & Take away","2h","Male","21","Single","0","Some college - no degree","Student","$12500 - $24999","never","never","1~3","1~3","less1","0","0","0","1",0,2,2,"Student",2
"No Urgent Place","Friends","Snowy","30","2PM","Restaurant(<20)","1d","Male","21","Single","0","Some college - no degree","Student","$12500 - $24999","never","never","1~3","1~3","less1","0","0","0","1",0,2,2,"Student",24
"No Urgent Place","Alone","Rainy","55","10AM","Bar","1d","Male","21","Single","0","Some college - no degree","Student","$12500 - $24999","never","never","1~3","1~3","less1","1","0","0","1",1,2,2,"Student",24
"No Urgent Place","Alone","Rainy","55","2PM","Carry out & Take away","2h","Male","21","Single","0","Some college - no degree","Student","$12500 - $24999","never","never","1~3","1~3","less1","0","0","0","1",0,2,2,"Student",2
"No Urgent Place","Alone","Sunny","80","10AM","Restaurant(<20)","2h","Male","21","Single","0","Some college - no degree","Student","$12500 - $24999","never","never","1~3","1~3","less1","0","0","0","1",1,2,2,"Student",2
"No Urgent Place","Alone","Snowy","30","10AM","Restaurant(<20)","1d","Male","21","Single","0","Some college - no degree","Student","$12500 - $24999","never","never","1~3","1~3","less1","1","0","0","1",0,2,2,"Student",24
"Home","Alone","Sunny","80","6PM","Carry out & Take away","2h","Male","21","Single","0","Some college - no degree","Student","$12500 - $24999","never","never","1~3","1~3","less1","1","0","1","0",1,2,2,"Student",2
"Home","Alone","Sunny","30","6PM","Carry out & Take away","1d","Male","21","Single","0","Some college - no degree","Student","$12500 - $24999","never","never","1~3","1~3","less1","0","0","0","1",1,2,2,"Student",24
"Home","Alone","Rainy","55","10PM","Coffee House","2h","Male","21","Single","0","Some college - no degree","Student","$12500 - $24999","never","never","1~3","1~3","less1","0","0","1","0",1,2,2,"Student",2
"Home","Alone","Snowy","30","10PM","Coffee House","2h","Male","21","Single","0","Some college - no degree","Student","$12500 - $24999","never","never","1~3","1~3","less1","1","0","0","1",0,2,2,"Student",2
